!Series_title	"Gene expression profiles of familial Alzheimer's disease with presenilin 2 mutation patient-specific induced pluripotent stem cells"
!Series_geo_accession	"GSE28379"
!Series_status	"Public on Sep 10 2011"
!Series_submission_date	"Apr 04 2011"
!Series_last_update_date	"Mar 25 2019"
!Series_pubmed_id	"21900357"
!Series_summary	"We established two clones of induced pluripotent stem cells (iPSC) with the presenilin 2 mutation, N141 (PS2-1 iPSC and PS2-2 iPSC) by retroviral transduction of primary human fibroblasts. To show the similarity among  201B7 iPSC, PD01-25 iPSC(Sporadic Parkinson's disease patient derived iPSC), PS2-1 iPSC, PS2-2 iPSC, this experiment was designed."
!Series_overall_design	"Undifferentiated  201B7 iPSC, PD01-25 iPSC, PS2-1 iPSC and PS2-2 iPSC were collected. Then, they were applied in this experiment."
!Series_type	"Expression profiling by array"
!Series_contributor	"Takuya,,Yagi"
!Series_contributor	"Daisuke,,Ito"
!Series_sample_id	"GSM701542 GSM701543 GSM701544 GSM701545 "
!Series_contact_name	"Takuya,,Yagi"
!Series_contact_email	"takuyagi@2006.jukuin.keio.ac.jp"
!Series_contact_institute	"Keio University"
!Series_contact_address	"35-Shinanomachi Shinjuku-ku"
!Series_contact_city	"Tokyo"
!Series_contact_zip/postal_code	"160-8582"
!Series_contact_country	"Japan"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28379/suppl/GSE28379_RAW.tar"
!Series_platform_id	"GPL570"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA139443"

!Sample_title	"201B7 iPSC"	"PD01-25 iPSC"	"PS2-1 iPSC"	"PS2-2 iPSC"
!Sample_geo_accession	"GSM701542"	"GSM701543"	"GSM701544"	"GSM701545"
!Sample_status	"Public on Sep 10 2011"	"Public on Sep 10 2011"	"Public on Sep 10 2011"	"Public on Sep 10 2011"
!Sample_submission_date	"Apr 04 2011"	"Apr 04 2011"	"Apr 04 2011"	"Apr 04 2011"
!Sample_last_update_date	"Mar 21 2012"	"Sep 10 2011"	"Jun 14 2012"	"Jun 14 2012"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"undifferentiated 201B7 iPSC"	"undifferentiated PD01-25 iPSC"	"undifferentiated PS2-1 iPSC"	"undifferentiated PS2-2 iPSC"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"cell line: 201B7 iPSC"	"cell type: Sporadic Parkinson's disease patient derived iPSC"	"cell type: iPSC from primary fibroblast with presenilin 2 mutation, N141"	"cell type: iPSC from primary fibroblast with presenilin 2 mutation, N141"
!Sample_characteristics_ch1	"cell type: iPSC cell line"	"disease state: Sporadic Parkinson's disease"	""	""
!Sample_treatment_protocol_ch1	"Cells were washed with PBS and Rneasy kit was used to isolate total RNA."	"Cells were washed with PBS and Rneasy kit was used to isolate total RNA."	"Cells were washed with PBS and Rneasy kit was used to isolate total RNA."	"Cells were washed with PBS and Rneasy kit was used to isolate total RNA."
!Sample_growth_protocol_ch1	"iPSC were cultured in hES medium containing bFGF."	"iPSC were cultured in hES medium containing bFGF."	"iPSC were cultured in hES medium containing bFGF."	"iPSC were cultured in hES medium containing bFGF."
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Total RNA samples were isolated using RNeasy kit."	"Total RNA samples were isolated using RNeasy kit."	"Total RNA samples were isolated using RNeasy kit."	"Total RNA samples were isolated using RNeasy kit."
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"Approximately 150 ng of RNA from each sample was labeled using GeneChip 3’IVT Express (Affymetrix) according to the manufacturer’s instructions."	"Approximately 150 ng of RNA from each sample was labeled using GeneChip 3’IVT Express (Affymetrix) according to the manufacturer’s instructions."	"Approximately 150 ng of RNA from each sample was labeled using GeneChip 3’IVT Express (Affymetrix) according to the manufacturer’s instructions."	"Approximately 150 ng of RNA from each sample was labeled using GeneChip 3’IVT Express (Affymetrix) according to the manufacturer’s instructions."
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"Following fragmentation, all arrays were hybridized at 45C for 16 hr."	"Following fragmentation, all arrays were hybridized at 45C for 16 hr."	"Following fragmentation, all arrays were hybridized at 45C for 16 hr."	"Following fragmentation, all arrays were hybridized at 45C for 16 hr."
!Sample_scan_protocol	"GeneChips were scanned using an AFX GC3000 G7 scanner."	"GeneChips were scanned using an AFX GC3000 G7 scanner."	"GeneChips were scanned using an AFX GC3000 G7 scanner."	"GeneChips were scanned using an AFX GC3000 G7 scanner."
!Sample_data_processing	"The gene expression raw data were extracted using the AFFX Gene Chip Operation System. Quality control was performed on the basis of Affymetrix quality control metrics. The data were analyzed with the Gene Spring GX 11.0 (Agilent)."	"The gene expression raw data were extracted using the AFFX Gene Chip Operation System. Quality control was performed on the basis of Affymetrix quality control metrics. The data were analyzed with the Gene Spring GX 11.0 (Agilent)."	"The gene expression raw data were extracted using the AFFX Gene Chip Operation System. Quality control was performed on the basis of Affymetrix quality control metrics. The data were analyzed with the Gene Spring GX 11.0 (Agilent)."	"The gene expression raw data were extracted using the AFFX Gene Chip Operation System. Quality control was performed on the basis of Affymetrix quality control metrics. The data were analyzed with the Gene Spring GX 11.0 (Agilent)."
!Sample_platform_id	"GPL570"	"GPL570"	"GPL570"	"GPL570"
!Sample_contact_name	"Takuya,,Yagi"	"Takuya,,Yagi"	"Takuya,,Yagi"	"Takuya,,Yagi"
!Sample_contact_email	"takuyagi@2006.jukuin.keio.ac.jp"	"takuyagi@2006.jukuin.keio.ac.jp"	"takuyagi@2006.jukuin.keio.ac.jp"	"takuyagi@2006.jukuin.keio.ac.jp"
!Sample_contact_institute	"Keio University"	"Keio University"	"Keio University"	"Keio University"
!Sample_contact_address	"35-Shinanomachi Shinjuku-ku"	"35-Shinanomachi Shinjuku-ku"	"35-Shinanomachi Shinjuku-ku"	"35-Shinanomachi Shinjuku-ku"
!Sample_contact_city	"Tokyo"	"Tokyo"	"Tokyo"	"Tokyo"
!Sample_contact_zip/postal_code	"160-8582"	"160-8582"	"160-8582"	"160-8582"
!Sample_contact_country	"Japan"	"Japan"	"Japan"	"Japan"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM701nnn/GSM701542/suppl/GSM701542_201B7.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM701nnn/GSM701543/suppl/GSM701543_PD01-25.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM701nnn/GSM701544/suppl/GSM701544_PS2-1.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM701nnn/GSM701545/suppl/GSM701545_PS2-2.CEL.gz"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM701nnn/GSM701542/suppl/GSM701542_201B7.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM701nnn/GSM701543/suppl/GSM701543_PD01-25.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM701nnn/GSM701544/suppl/GSM701544_PS2-1.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM701nnn/GSM701545/suppl/GSM701545_PS2-2.CHP.gz"
!Sample_data_row_count	"54675"	"54675"	"54675"	"54675"
!series_matrix_table_begin
"ID_REF"	"GSM701542"	"GSM701543"	"GSM701544"	"GSM701545"
"1007_s_at"	615.5254	739.778	720.9004	735.8475
"1053_at"	319.8712	654.39166	730.6872	515.4305
"117_at"	20.04304	32.151443	14.417517	24.944078
"121_at"	239.84415	171.0296	137.31161	176.75978
"1255_g_at"	155.14342	335.75186	177.99786	128.04279
"1294_at"	33.845062	25.049202	25.495499	24.159325
"1316_at"	116.03921	95.59142	82.844826	107.9843
"1320_at"	32.693424	31.010353	46.240147	62.07887
"1405_i_at"	1.288557	1.8071154	54.922756	14.449744
"1431_at"	73.760414	13.58988	10.290121	2.302991
"1438_at"	6.0257726	5.87526	15.351974	25.699623
"1487_at"	198.47375	241.65831	208.54799	217.85095
"1494_f_at"	62.79215	48.07859	42.958435	64.48842
"1552256_a_at"	221.25519	286.82523	175.18651	233.10355
"1552257_a_at"	605.1084	963.9861	806.31885	696.185
"1552258_at"	123.063225	21.909744	29.113232	24.54702
"1552261_at"	41.625687	41.87436	34.431034	18.228756
"1552263_at"	334.0214	331.8891	298.94174	183.61017
"1552264_a_at"	271.5296	303.37772	228.71674	177.80229
"1552266_at"	9.88116	1.1473823	1.1558743	10.64751
"1552269_at"	13.588038	9.916899	23.550587	2.5513043
"1552271_at"	1.4697102	2.2689579	2.466512	5.3705544
"1552272_a_at"	42.56375	21.269577	33.792965	26.48347
"1552274_at"	69.98272	66.21023	69.752464	34.90963
"1552275_s_at"	4.3170905	4.6693177	18.894548	2.0536494
"1552276_a_at"	17.64621	7.857388	28.705809	2.9575872
"1552277_a_at"	534.18384	572.0672	635.75305	370.56912
"1552278_a_at"	21.891127	26.518497	28.277782	29.155958
"1552279_a_at"	136.12822	94.37908	100.5959	90.250465
"1552280_at"	4.40838	3.6826103	3.8834534	12.826875
"1552281_at"	70.997406	54.216827	27.73402	63.0554
"1552283_s_at"	66.56871	47.344345	53.89074	33.84284
"1552286_at"	171.1428	77.69238	135.6005	118.22941
"1552287_s_at"	287.96225	193.18849	238.50769	117.97533
"1552288_at"	33.669144	55.315166	30.33313	25.215418
"1552289_a_at"	28.39613	115.75379	46.42764	48.201443
"1552291_at"	215.4438	187.79666	158.88667	77.03215
"1552293_at"	12.773215	1.4572283	16.994732	1.4089751
"1552295_a_at"	78.30414	106.13329	57.26151	38.066025
"1552296_at"	40.95555	28.211847	4.695816	4.892525
"1552299_at"	27.742023	12.548035	32.197502	8.112154
"1552301_a_at"	43.559536	50.967846	36.76888	28.516018
"1552302_at"	13.965839	22.219257	10.669743	6.0874543
"1552303_a_at"	32.100582	45.682503	29.661283	16.454437
"1552304_at"	65.06116	46.80427	27.90259	10.636588
"1552306_at"	79.52525	75.34407	55.13062	28.344097
"1552307_a_at"	166.95496	217.48009	112.9185	128.43004
"1552309_a_at"	290.68436	116.66347	313.19873	194.00177
"1552310_at"	258.5088	260.35147	223.79073	154.036
"1552311_a_at"	36.771248	29.433046	36.385803	34.426514
"1552312_a_at"	43.169575	56.893017	64.61629	46.617214
"1552314_a_at"	37.405766	97.59111	32.84342	30.45569
"1552315_at"	1.9834155	6.7997994	13.466684	7.7606025
"1552316_a_at"	0.67526877	0.390684	0.44427526	0.94983625
"1552318_at"	1.8822583	1.2297944	0.5747401	0.4100974
"1552319_a_at"	32.507168	21.717001	1.6066992	8.30221
"1552320_a_at"	9.813146	8.28028	0.9311305	6.5930185
"1552321_a_at"	2.8411	2.875166	1.4044573	0.6259795
"1552322_at"	15.768866	10.366504	14.810671	2.988988
"1552323_s_at"	64.31545	28.739985	49.55103	15.476049
"1552325_at"	5.487493	2.0133028	0.30533996	0.60443974
"1552326_a_at"	2.8059134	4.683599	2.073444	1.7323989
"1552327_at"	50.67996	36.740948	7.2166524	0.68230844
"1552329_at"	93.12833	112.967926	126.21664	62.284206
"1552330_at"	93.56288	102.96294	61.108006	53.27576
"1552332_at"	19.251484	13.566343	20.365608	27.961075
"1552334_at"	35.007393	33.31737	33.650143	23.483313
"1552335_at"	8.434641	32.956333	28.630356	11.364149
"1552337_s_at"	4.742896	1.9201117	1.8073765	13.859319
"1552338_at"	1.1907033	0.953293	0.6381627	0.9313457
"1552340_at"	1.6181233	2.794188	3.4539495	3.6595557
"1552343_s_at"	58.77717	80.61748	87.67218	56.009903
"1552344_s_at"	238.3166	241.26822	321.1044	159.66406
"1552347_at"	110.16504	150.61829	102.2734	69.690704
"1552348_at"	5.2496896	19.943125	2.6445248	21.36893
"1552349_a_at"	6.6729145	1.1154193	1.1174809	1.1705416
"1552354_at"	2.1463594	4.5848784	2.9262896	3.3090062
"1552355_s_at"	13.391885	5.667305	10.4993105	3.1321716
"1552359_at"	0.34091812	8.880047	0.7307567	1.1557643
"1552360_a_at"	41.769085	50.024723	26.677088	26.440063
"1552362_a_at"	47.338947	61.7492	51.19408	53.04185
"1552364_s_at"	36.46609	70.94857	48.904945	37.000263
"1552365_at"	39.068302	41.390198	16.298433	22.641706
"1552367_a_at"	1.7514199	16.98211	4.3029633	0.5665972
"1552368_at"	4.667957	32.612793	5.859237	4.9121456
"1552370_at"	42.168594	87.141655	43.278923	31.276108
"1552372_at"	0.3128255	0.0655943	0.2321142	7.964711
"1552373_s_at"	1.4466387	3.9624252	9.686127	3.2341948
"1552375_at"	17.587173	12.041022	13.956198	1.7383844
"1552377_s_at"	83.343575	68.783516	59.658344	76.27032
"1552378_s_at"	12.347179	3.986581	7.669454	2.8359854
"1552379_at"	5.2411723	0.45461127	3.7835095	0.18670039
"1552381_at"	73.91473	93.619804	66.333305	52.54862
"1552383_at"	37.197865	29.977446	24.787703	40.04521
"1552384_a_at"	24.582443	8.842859	25.459146	16.653484
"1552386_at"	9.774689	2.058049	8.17862	6.5496483
"1552388_at"	4.77734	6.610906	7.3060927	3.0483675
"1552389_at"	45.44338	36.951	39.82901	66.97363
"1552390_a_at"	121.69732	98.85595	110.60028	126.404625
"1552391_at"	3.2825186	16.92924	6.89914	2.2505941
"1552393_at"	9.851049	5.268718	2.2211668	6.9309297
"1552394_a_at"	0.8982174	6.9297786	0.42025107	0.3648868
"1552395_at"	9.925465	19.163721	13.188781	7.779383
"1552396_at"	4.882693	11.377901	7.7000513	7.3032017
"1552398_a_at"	0.5150485	1.7105353	9.349955	1.3331245
"1552399_a_at"	11.758959	16.89953	7.4300313	5.9276295
"1552400_a_at"	57.943024	28.028278	29.925514	28.265308
"1552401_a_at"	15.943749	0.28797844	6.6785054	0.9288853
"1552402_at"	21.16166	19.534952	1.4568243	9.688186
"1552405_at"	5.385751	21.101433	17.465584	20.16671
"1552408_at"	17.925026	13.521105	8.648484	0.9843347
"1552409_a_at"	7.1077766	9.727344	4.3787923	8.159181
"1552410_at"	22.145712	14.238096	18.15447	18.240032
"1552411_at"	94.70121	74.18152	54.64355	131.11765
"1552412_a_at"	1.4673824	2.1399395	0.6984322	7.1933165
"1552414_at"	26.599476	9.89825	15.628686	8.34675
"1552415_a_at"	21.320175	30.856125	7.621507	14.583693
"1552417_a_at"	118.68502	89.30007	121.63491	71.656555
"1552418_at"	1.1556717	1.907827	1.3778863	1.3568242
"1552419_s_at"	22.82342	9.587854	29.693113	6.6666074
"1552421_a_at"	2.6896763	24.106464	4.71916	4.61217
"1552422_at"	42.9416	37.330894	35.0375	23.684288
"1552423_at"	84.08819	45.895927	31.481155	25.166494
"1552424_at"	0.6653567	6.8462687	0.3822342	1.5371612
"1552425_a_at"	33.32931	24.649004	24.784296	29.498444
"1552426_a_at"	824.4702	868.5939	957.1373	530.73206
"1552427_at"	53.853687	101.87496	117.21908	59.88409
"1552430_at"	25.167576	48.66479	13.335236	12.817551
"1552432_at"	6.447216	10.420089	15.263224	6.315
"1552436_a_at"	22.580067	7.611067	4.561989	10.245306
"1552438_a_at"	14.4715	10.281588	8.567634	13.248536
